D16-125-23-W6,2004-07-04 14:06,91.6,277.19,16.03
B4-23-8-W6,2004-07-04 14:06,100.52,392.86,16.84
A4-90-12-W4,2004-07-04 14:06,68.85,462.69,14.86
B4-81-24-W6,2004-07-04 14:06,62.73,323.21,44.18
A5-16-1-W6,2004-07-04 14:06,37.38,280.98,23.62
B6-55-20-W5,2004-07-04 14:06,80.99,378.0,51.38
B14-29-16-W5,2004-07-04 14:06,20.53,225.31,50.85
A14-89-17-W5,2004-07-04 14:06,50.77,238.72,10.62
D3-108-11-W6,2004-07-04 14:06,100.33,477.18,21.19
A5-40-13-W4,2004-07-04 14:06,58.57,342.29,10.45
B13-104-22-W6,2004-07-04 14:06,25.11,162.96,59.15
C5-9-18-W5,2004-07-04 14:06,33.03,407.73,48.11
A13-116-22-W4,2004-07-04 14:06,38.22,227.39,31.99
A4-45-11-W5,2004-07-04 14:06,21.45,172.66,56.38
C7-65-3-W5,2004-07-04 14:06,23.13,416.84,19.28
A2-116-3-W5,2004-07-04 14:06,47.65,340.19,43.51
A14-97-12-W4,2004-07-04 14:06,12.16,226.65,47.09
A8-50-1-W5,2004-07-04 14:06,47.45,254.59,14.3
A7-22-12-W4,2004-07-04 14:06,97.47,184.39,15.52
D8-101-22-W6,2004-07-04 14:06,29.88,190.83,35.18
A13-74-21-W5,2004-07-04 14:06,78.46,358.3,47.51
D15-6-14-W4,2004-07-04 14:06,21.68,447.73,28.58
A10-114-19-W5,2004-07-04 14:06,62.01,364.73,31.81
C16-87-17-W5,2004-07-04 14:06,44.62,104.66,34.63
B1-54-21-W6,2004-07-04 14:06,24.65,416.92,16.55
C15-8-8-W6,2004-07-04 14:06,78.76,223.02,49.8
D13-12-22-W6,2004-07-04 14:06,40.95,399.09,48.05
C7-77-18-W4,2004-07-04 14:06,40.58,421.51,37.32
C9-15-3-W5,2004-07-04 14:06,63.62,252.54,40.89
C10-51-14-W4,2004-07-04 14:06,66.21,309.64,59.96
B13-115-10-W5,2004-07-04 14:06,108.42,335.85,55.04
A15-83-18-W4,2004-07-04 14:06,31.18,250.39,47.57
A1-109-3-W4,2004-07-04 14:06,95.15,229.19,47.18
A7-121-15-W4,2004-07-04 14:06,57.05,318.02,54.27
C3-40-17-W5,2004-07-04 14:06,33.54,326.23,31.37
D14-61-2-W5,2004-07-04 14:06,81.35,190.62,11.97
A11-99-17-W6,2004-07-04 14:06,23.96,28.35,36.97
A13-25-22-W5,2004-07-04 14:06,81.8,344.51,38.25
C2-119-2-W4,2004-07-04 14:06,85.05,479.71,43.45
D3-87-4-W6,2004-07-04 14:06,13.13,414.61,29.1
C2-88-10-W5,2004-07-04 14:06,87.65,261.63,15.27
B6-24-1-W4,2004-07-04 14:06,100.49,24.82,18.78
A3-37-9-W5,2004-07-04 14:06,94.1,278.36,40.31
D12-87-9-W4,2004-07-04 14:06,36.11,436.98,32.29
B16-121-2-W6,2004-07-04 14:06,96.13,88.45,58.29
A6-99-17-W4,2004-07-04 14:06,95.78,386.55,17.26
B6-14-7-W5,2004-07-04 14:06,51.28,66.08,16.8
C14-120-18-W5,2004-07-04 14:06,61.09,176.64,25.39
D2-22-2-W6,2004-07-04 14:06,17.59,61.71,33.17
A8-110-24-W6,2004-07-04 14:06,37.93,156.52,12.73
D12-125-20-W5,2004-07-04 14:06,27.42,492.59,13.81
B2-79-24-W6,2004-07-04 14:06,67.29,371.78,39.16
C7-125-15-W4,2004-07-04 14:06,62.68,249.78,16.83
A2-9-7-W5,2004-07-04 14:06,51.11,405.33,31.36
A10-68-18-W4,2004-07-04 14:06,53.7,202.61,10.6
A11-10-7-W6,2004-07-04 14:06,64.43,33.47,18.92
C8-61-1-W4,2004-07-04 14:06,20.83,304.14,12.67
B2-24-22-W6,2004-07-04 14:06,99.32,60.84,37.94
A9-64-15-W4,2004-07-04 14:06,78.94,18.17,43.52
B13-102-19-W4,2004-07-04 14:06,21.81,420.83,51.06
D7-73-13-W5,2004-07-04 14:06,88.27,60.89,32.79
D2-45-22-W6,2004-07-04 14:06,107.53,392.86,52.97
A9-116-24-W6,2004-07-04 14:06,36.83,366.48,56.25
C4-86-3-W5,2004-07-04 14:06,26.26,489.85,38.29
C15-101-8-W6,2004-07-04 14:06,97.95,479.53,49.27
A4-77-2-W4,2004-07-04 14:06,41.13,64.0,17.42
C2-5-5-W4,2004-07-04 14:06,106.49,256.93,50.36
B1-73-3-W6,2004-07-04 14:06,80.22,409.3,40.0
D6-13-14-W6,2004-07-04 14:06,16.19,234.48,21.23
C9-56-1-W6,2004-07-04 14:06,82.99,256.37,54.65
A4-76-20-W4,2004-07-04 14:06,34.01,209.02,10.29
B4-103-12-W5,2004-07-04 14:06,59.99,50.0,55.58
C2-74-6-W4,2004-07-04 14:06,10.17,84.12,24.82
D6-69-14-W4,2004-07-04 14:06,73.62,220.0,36.8
B5-102-13-W5,2004-07-04 14:06,101.48,178.06,24.48
C12-121-5-W5,2004-07-04 14:06,22.04,338.47,44.59
B1-63-9-W4,2004-07-04 14:06,13.84,248.02,50.72
D4-79-23-W5,2004-07-04 14:06,14.75,347.45,49.84
C7-112-16-W6,2004-07-04 14:06,83.3,217.26,14.64
D7-115-4-W5,2004-07-04 14:06,72.97,23.12,48.44
C12-80-22-W5,2004-07-04 14:06,27.81,425.68,38.6
A6-29-18-W4,2004-07-04 14:06,81.83,58.77,18.5
C16-39-2-W6,2004-07-04 14:06,17.06,353.74,16.76
C6-37-19-W6,2004-07-04 14:06,105.35,229.21,53.59
A7-20-9-W6,2004-07-04 14:06,80.86,290.1,39.88
A16-114-9-W4,2004-07-04 14:06,44.39,383.74,48.7
B7-112-6-W5,2004-07-04 14:06,38.41,441.49,32.06
C13-81-2-W6,2004-07-04 14:06,47.83,179.75,16.54
B2-51-22-W6,2004-07-04 14:06,57.75,285.92,39.1
D16-1-15-W6,2004-07-04 14:06,56.99,151.44,21.49
D14-53-19-W6,2004-07-04 14:06,85.5,87.03,32.47
B2-116-3-W6,2004-07-04 14:06,83.75,131.73,55.69
B6-33-16-W6,2004-07-04 14:06,58.59,355.2,20.73
A2-13-14-W4,2004-07-04 14:06,56.08,143.7,28.13
D12-69-17-W5,2004-07-04 14:06,69.46,122.67,13.72
A6-27-4-W4,2004-07-04 14:06,57.0,421.06,54.42
C16-8-21-W6,2004-07-04 14:06,100.85,304.62,41.61
D6-101-17-W6,2004-07-04 14:06,80.17,436.16,21.95
A15-121-3-W5,2004-07-04 14:06,32.36,28.67,40.15
B4-94-12-W4,2004-07-04 14:06,108.62,26.24,14.24
A4-24-1-W6,2004-07-04 14:06,104.55,414.67,59.87
B13-35-5-W4,2004-07-04 14:06,22.35,440.53,27.47
A14-37-20-W4,2004-07-04 14:06,73.62,178.86,18.25
D8-78-3-W6,2004-07-04 14:06,71.02,248.23,45.61
C10-103-24-W5,2004-07-04 14:06,15.59,75.71,29.08
D1-12-23-W4,2004-07-04 14:06,24.99,372.84,42.56
C3-10-18-W6,2004-07-04 14:06,19.78,304.02,21.2
D12-101-19-W6,2004-07-04 14:06,89.84,464.13,37.45
D1-51-6-W6,2004-07-04 14:06,20.55,216.73,41.46
D16-112-8-W5,2004-07-04 14:06,36.68,506.01,43.93
A14-104-17-W5,2004-07-04 14:06,40.47,134.47,14.01
A14-39-13-W4,2004-07-04 14:06,46.11,444.1,54.96
B9-124-4-W6,2004-07-04 14:06,89.14,70.45,46.12
C5-1-22-W4,2004-07-04 14:06,71.2,120.04,10.63
D3-1-3-W4,2004-07-04 14:06,76.42,296.9,48.49
D9-80-15-W5,2004-07-04 14:06,12.85,424.23,27.8
D9-38-10-W6,2004-07-04 14:06,48.15,392.99,27.89
C16-47-23-W5,2004-07-04 14:06,37.23,40.18,14.23
B13-62-16-W6,2004-07-04 14:06,42.01,201.39,59.05
D13-105-16-W6,2004-07-04 14:06,101.65,503.98,58.97
A4-39-16-W4,2004-07-04 14:06,41.85,128.16,58.66
D10-114-3-W4,2004-07-04 14:06,45.87,52.59,38.06
A9-94-1-W6,2004-07-04 14:06,96.3,361.61,44.31
A4-106-19-W5,2004-07-04 14:06,35.38,483.8,56.29
A2-81-11-W5,2004-07-04 14:06,70.19,174.56,27.18
C15-59-11-W5,2004-07-04 14:06,50.96,307.58,31.51
D1-105-4-W6,2004-07-04 14:06,42.29,346.11,15.47
A7-115-23-W5,2004-07-04 14:06,22.97,478.0,16.15
B9-7-22-W6,2004-07-04 14:06,16.64,379.48,14.24
A2-12-22-W4,2004-07-04 14:06,34.02,63.1,28.07
D8-10-6-W4,2004-07-04 14:06,14.12,359.67,31.0
C4-35-1-W6,2004-07-04 14:06,11.57,28.95,20.12
B15-118-23-W6,2004-07-04 14:06,81.87,145.13,58.04
D4-113-14-W6,2004-07-04 14:06,12.5,286.17,59.01
A8-96-16-W4,2004-07-04 14:06,46.52,301.52,17.55
A13-52-23-W6,2004-07-04 14:06,50.18,11.86,42.16
B1-44-23-W4,2004-07-04 14:06,29.14,92.56,50.39
B3-11-1-W6,2004-07-04 14:06,25.53,215.78,26.81
D6-62-2-W6,2004-07-04 14:06,89.47,42.9,49.6
B2-61-2-W5,2004-07-04 14:06,16.76,353.85,54.56
C10-41-21-W4,2004-07-04 14:06,20.35,83.99,16.48
B1-105-4-W5,2004-07-04 14:06,36.99,499.5,14.58
D15-104-24-W4,2004-07-04 14:06,34.62,107.68,25.57
A7-107-22-W5,2004-07-04 14:06,38.41,498.32,16.87
C1-29-24-W6,2004-07-04 14:06,79.98,57.38,10.98
A8-120-21-W6,2004-07-04 14:06,90.01,446.03,49.89
C1-59-5-W5,2004-07-04 14:06,57.15,429.03,34.82
B16-100-7-W5,2004-07-04 14:06,70.9,123.65,32.53
A8-62-17-W6,2004-07-04 14:06,66.23,76.75,10.11
B6-90-22-W6,2004-07-04 14:06,51.25,288.12,12.45
B9-16-14-W6,2004-07-04 14:06,49.12,390.36,59.54
C5-93-2-W4,2004-07-04 14:06,100.14,376.33,12.83
C1-4-24-W4,2004-07-04 14:06,55.28,248.38,43.16
D1-21-18-W5,2004-07-04 14:06,96.58,123.97,26.76
A8-83-6-W5,2004-07-04 14:06,26.4,441.66,46.8
A12-82-4-W6,2004-07-04 14:06,83.65,300.44,47.69
C14-12-16-W5,2004-07-04 14:06,55.86,196.23,38.87
D4-103-2-W6,2004-07-04 14:06,12.55,401.23,11.47
C7-49-16-W4,2004-07-04 14:06,32.34,211.41,19.74
A7-56-10-W4,2004-07-04 14:06,65.09,240.06,47.59
A2-58-19-W6,2004-07-04 14:06,66.54,130.7,59.66
A1-74-9-W5,2004-07-04 14:06,20.22,425.46,18.02
B16-55-18-W4,2004-07-04 14:06,36.01,210.8,22.74
A15-71-20-W5,2004-07-04 14:06,69.21,257.08,39.48
B16-16-22-W4,2004-07-04 14:06,67.9,181.54,13.37
D14-32-8-W4,2004-07-04 14:06,69.29,414.09,31.09
A1-79-23-W4,2004-07-04 14:06,32.74,449.9,13.35
D2-121-24-W5,2004-07-04 14:06,18.26,44.87,24.24
B14-120-8-W4,2004-07-04 14:06,106.16,100.26,14.08
D13-125-17-W6,2004-07-04 14:06,101.57,78.84,23.7
D10-38-17-W6,2004-07-04 14:06,98.15,55.61,24.05
D6-40-10-W5,2004-07-04 14:06,103.94,428.35,30.99
D10-110-4-W6,2004-07-04 14:06,73.02,167.98,14.54
B11-81-1-W5,2004-07-04 14:06,42.83,102.41,59.31
C11-120-10-W4,2004-07-04 14:06,25.45,298.05,19.16
B8-13-24-W5,2004-07-04 14:06,101.59,322.33,37.46
B16-95-1-W6,2004-07-04 14:06,19.7,172.84,49.03
C10-86-19-W5,2004-07-04 14:06,51.93,180.78,12.51
B13-90-14-W5,2004-07-04 14:06,88.04,295.76,17.08
A14-106-19-W6,2004-07-04 14:06,24.76,474.13,13.14
B10-102-7-W6,2004-07-04 14:06,60.26,145.41,10.88
B14-31-12-W6,2004-07-04 14:06,34.9,29.3,39.1
A11-126-13-W5,2004-07-04 14:06,16.74,80.9,34.44
D13-90-10-W6,2004-07-04 14:06,89.95,441.43,34.74
D12-40-15-W4,2004-07-04 14:06,21.01,162.51,39.6
A14-75-3-W4,2004-07-04 14:06,20.32,399.67,15.04
D3-100-4-W5,2004-07-04 14:06,62.02,162.93,37.97
D3-37-22-W4,2004-07-04 14:06,91.51,54.16,20.89
B3-4-6-W6,2004-07-04 14:06,78.79,447.98,11.97
D14-100-21-W4,2004-07-04 14:06,89.72,225.88,32.1
D5-63-15-W6,2004-07-04 14:06,27.56,233.8,11.03
D2-25-1-W4,2004-07-04 14:06,76.82,78.08,34.77
C15-49-8-W5,2004-07-04 14:06,101.51,214.53,17.17
C9-72-21-W5,2004-07-04 14:06,64.3,509.76,36.09
A7-41-9-W4,2004-07-04 14:06,11.45,208.95,54.77
C8-96-9-W5,2004-07-04 14:06,61.15,439.05,10.14
C13-83-24-W6,2004-07-04 14:06,58.75,202.8,49.33
C4-87-12-W4,2004-07-04 14:06,65.25,471.15,21.52
D3-60-20-W6,2004-07-04 14:06,75.87,396.49,49.92
A10-15-9-W4,2004-07-04 14:06,30.27,179.97,17.91
B6-46-11-W5,2004-07-04 14:06,109.78,183.03,20.94
B12-17-17-W4,2004-07-04 14:06,91.43,324.6,53.86
C2-99-6-W6,2004-07-04 14:06,84.81,231.97,52.38
C13-37-7-W5,2004-07-04 14:06,46.94,307.04,55.89
C16-102-14-W4,2004-07-04 14:06,99.76,290.45,38.66
C1-7-18-W6,2004-07-04 14:06,92.81,302.22,27.77
C15-69-17-W6,2004-07-04 14:06,102.85,208.06,36.08
C6-20-2-W6,2004-07-04 14:06,104.9,338.97,15.62
A11-56-13-W6,2004-07-04 14:06,102.48,468.7,37.2
C1-42-11-W5,2004-07-04 14:06,63.17,222.98,36.43
A3-74-22-W4,2004-07-04 14:06,35.4,367.29,28.43
A2-57-10-W5,2004-07-04 14:06,60.71,201.25,55.39
B16-61-16-W6,2004-07-04 14:06,40.94,494.87,39.29
D15-4-5-W6,2004-07-04 14:06,29.39,10.58,23.86
C15-113-1-W5,2004-07-04 14:06,12.79,11.47,57.99
D11-5-20-W5,2004-07-04 14:06,20.12,108.1,38.64
D2-121-17-W4,2004-07-04 14:06,92.98,56.67,48.76
B9-26-9-W4,2004-07-04 14:06,77.91,85.79,18.11
D1-43-17-W5,2004-07-04 14:06,77.18,114.18,50.62
B5-28-22-W4,2004-07-04 14:06,61.06,247.0,31.94
A12-6-16-W6,2004-07-04 14:06,50.87,145.54,39.83
D12-114-16-W5,2004-07-04 14:06,31.96,505.42,49.15
A2-43-23-W6,2004-07-04 14:06,21.62,301.83,18.62
B16-110-21-W5,2004-07-04 14:06,40.39,425.26,46.07
C16-69-12-W6,2004-07-04 14:06,48.71,119.86,29.62
B14-27-10-W6,2004-07-04 14:06,75.07,87.17,41.07
A16-53-22-W5,2004-07-04 14:06,56.03,195.32,38.7
B10-61-6-W5,2004-07-04 14:06,55.79,353.67,47.89
B3-81-18-W5,2004-07-04 14:06,101.43,179.62,11.11
B12-80-22-W5,2004-07-04 14:06,107.99,49.71,33.22
A11-7-4-W4,2004-07-04 14:06,34.07,377.32,57.22
C5-65-9-W6,2004-07-04 14:06,18.0,430.78,19.93
B10-61-9-W5,2004-07-04 14:06,13.55,178.07,32.07
C14-44-16-W5,2004-07-04 14:06,26.96,408.32,30.02
B16-48-5-W6,2004-07-04 14:06,68.95,270.22,46.56
C12-94-9-W6,2004-07-04 14:06,31.42,250.91,47.56
C2-16-8-W6,2004-07-04 14:06,13.95,176.7,30.11
C3-6-1-W5,2004-07-04 14:06,21.6,500.03,53.9
D3-48-20-W6,2004-07-04 14:06,94.25,276.78,13.82
B2-34-1-W6,2004-07-04 14:06,83.89,90.84,22.46
A6-109-3-W4,2004-07-04 14:06,56.26,427.89,26.56
B10-30-3-W4,2004-07-04 14:06,10.25,67.26,30.06
A4-109-13-W6,2004-07-04 14:06,88.58,149.19,32.65
B5-69-13-W5,2004-07-04 14:06,107.9,333.7,13.73
A7-8-4-W5,2004-07-04 14:06,91.49,44.05,41.2
D2-62-1-W6,2004-07-04 14:06,59.58,305.91,15.77
B3-40-7-W4,2004-07-04 14:06,79.71,212.92,30.68
A14-73-13-W4,2004-07-04 14:06,97.04,164.09,25.63
A14-121-2-W4,2004-07-04 14:06,71.24,483.93,16.42
B3-105-20-W5,2004-07-04 14:06,73.85,183.0,50.73
B14-36-9-W4,2004-07-04 14:06,75.44,279.3,19.2
A12-8-3-W4,2004-07-04 14:06,41.65,415.88,33.35
A2-15-10-W5,2004-07-04 14:06,75.93,155.0,33.25
C12-31-21-W5,2004-07-04 14:06,86.56,149.58,48.41
A8-13-11-W5,2004-07-04 14:06,33.77,335.12,47.54
A15-24-12-W5,2004-07-04 14:06,88.07,173.25,15.18
B2-48-14-W6,2004-07-04 14:06,82.81,396.29,12.68
B10-21-20-W5,2004-07-04 14:06,44.94,117.36,21.28
B7-115-17-W4,2004-07-04 14:06,85.44,398.82,53.35
B7-49-2-W4,2004-07-04 14:06,24.76,116.75,31.04
A10-74-23-W5,2004-07-04 14:06,93.4,368.18,23.92
D5-26-7-W5,2004-07-04 14:06,43.6,232.06,35.76
A1-55-5-W5,2004-07-04 14:06,56.18,280.94,10.07
D6-24-2-W5,2004-07-04 14:06,57.47,169.11,33.83
A6-58-1-W5,2004-07-04 14:06,29.05,434.77,16.33
C10-83-20-W6,2004-07-04 14:06,40.03,62.95,25.1
C10-109-14-W6,2004-07-04 14:06,104.85,381.68,45.9
D14-126-11-W5,2004-07-04 14:06,53.69,230.4,41.19
C1-36-17-W4,2004-07-04 14:06,76.92,480.43,54.85
B15-57-17-W4,2004-07-04 14:06,69.64,336.28,50.62
A5-107-8-W5,2004-07-04 14:06,96.9,100.07,23.35
C13-66-24-W6,2004-07-04 14:06,14.09,198.85,40.63
B13-50-22-W6,2004-07-04 14:06,26.56,254.91,17.88
B9-71-13-W5,2004-07-04 14:06,72.76,270.51,43.5
B7-59-1-W6,2004-07-04 14:06,70.35,418.28,25.52
D12-121-15-W5,2004-07-04 14:06,65.23,52.32,52.08
A2-69-11-W4,2004-07-04 14:06,79.69,291.07,13.89
A10-17-1-W6,2004-07-04 14:06,49.92,423.28,30.93
A13-84-9-W4,2004-07-04 14:06,23.0,259.98,44.58
B2-59-14-W5,2004-07-04 14:06,64.46,15.84,26.29
B5-86-22-W6,2004-07-04 14:06,42.09,186.1,36.99
A3-106-23-W6,2004-07-04 14:06,75.31,234.07,51.66
B3-61-18-W6,2004-07-04 14:06,56.58,304.41,59.28
A5-34-14-W5,2004-07-04 14:06,62.97,262.96,17.96
B2-90-7-W5,2004-07-04 14:06,17.98,80.16,13.11
A15-12-8-W4,2004-07-04 14:06,20.77,142.16,46.74
B1-16-7-W6,2004-07-04 14:06,53.62,67.08,22.1
C9-66-20-W4,2004-07-04 14:06,88.37,193.06,36.6
C9-33-17-W4,2004-07-04 14:06,22.42,507.1,36.72
C7-32-23-W6,2004-07-04 14:06,75.18,277.27,22.04
D8-90-20-W4,2004-07-04 14:06,38.43,234.38,52.38
C5-112-13-W4,2004-07-04 14:06,82.18,92.73,47.41
D1-70-18-W6,2004-07-04 14:06,107.01,428.79,13.87
C7-115-20-W4,2004-07-04 14:06,85.11,259.86,19.38
A9-16-21-W5,2004-07-04 14:06,82.79,462.38,49.78
C10-29-12-W5,2004-07-04 14:06,61.39,427.22,18.47
C12-113-19-W6,2004-07-04 14:06,58.57,199.05,10.22
C8-115-3-W4,2004-07-04 14:06,94.15,109.23,52.88
A4-62-20-W6,2004-07-04 14:06,60.7,120.27,52.73
B15-6-5-W6,2004-07-04 14:06,66.36,118.26,38.9
A1-39-18-W5,2004-07-04 14:06,78.71,433.69,52.53
B8-86-8-W4,2004-07-04 14:06,17.81,141.4,17.02
D13-8-19-W4,2004-07-04 14:06,35.22,275.77,18.82
D15-61-16-W4,2004-07-04 14:06,109.79,445.66,15.93
A5-51-4-W6,2004-07-04 14:06,85.44,291.35,49.64
B4-120-20-W6,2004-07-04 14:06,61.21,43.18,52.27
B5-73-13-W4,2004-07-04 14:06,72.41,83.44,48.58
C14-14-1-W6,2004-07-04 14:06,53.17,164.31,47.06
D11-75-23-W5,2004-07-04 14:06,94.88,494.35,33.14
A10-17-7-W4,2004-07-04 14:06,65.35,36.62,12.88
A4-47-20-W4,2004-07-04 14:06,24.84,147.73,11.25
D9-89-22-W5,2004-07-04 14:06,108.45,53.23,55.55
A2-2-24-W6,2004-07-04 14:06,43.19,40.51,19.69
A7-92-7-W4,2004-07-04 14:06,56.22,196.44,20.47
A12-110-19-W6,2004-07-04 14:06,108.29,389.92,59.53
B7-96-3-W6,2004-07-04 14:06,93.17,411.04,25.39
C5-120-24-W4,2004-07-04 14:06,94.54,475.02,15.69
B13-77-4-W5,2004-07-04 14:06,69.0,54.14,55.38
A6-16-8-W4,2004-07-04 14:06,10.97,452.56,41.91
C9-69-1-W6,2004-07-04 14:06,57.27,481.15,23.52
C4-74-6-W6,2004-07-04 14:06,51.49,307.33,20.96
C3-17-10-W5,2004-07-04 14:06,26.21,114.95,35.65
D7-72-20-W4,2004-07-04 14:06,24.75,226.28,34.31
B13-102-5-W6,2004-07-04 14:06,49.08,431.3,53.87
A13-40-7-W4,2004-07-04 14:06,39.08,169.56,41.33
D15-37-7-W6,2004-07-04 14:06,65.87,328.55,11.59
C1-35-1-W5,2004-07-04 14:06,72.27,182.11,18.25
D11-62-8-W6,2004-07-04 14:06,96.68,325.04,49.15
D10-1-21-W6,2004-07-04 14:06,72.7,122.6,40.35
D2-56-1-W5,2004-07-04 14:06,40.96,390.72,11.05
D16-20-18-W6,2004-07-04 14:06,22.88,337.19,30.63
C13-21-4-W5,2004-07-04 14:06,48.89,507.43,22.48
B2-123-8-W5,2004-07-04 14:06,43.85,121.75,47.98
B15-38-8-W4,2004-07-04 14:06,47.06,11.5,58.02
A10-10-5-W6,2004-07-04 14:06,43.14,373.95,49.88
C14-109-17-W5,2004-07-04 14:06,47.73,484.22,21.6
D11-50-9-W6,2004-07-04 14:06,65.31,56.45,48.57
C11-28-8-W4,2004-07-04 14:06,79.79,465.61,53.59
B10-100-2-W6,2004-07-04 14:06,15.81,171.43,15.48
B16-77-23-W6,2004-07-04 14:06,90.62,202.26,53.8
B16-78-1-W6,2004-07-04 14:06,109.95,478.84,42.84
D9-5-1-W4,2004-07-04 14:06,77.23,342.77,55.33
A1-11-21-W6,2004-07-04 14:06,82.61,293.02,52.11
B14-108-1-W5,2004-07-04 14:06,87.38,139.3,29.96
D9-66-2-W4,2004-07-04 14:06,53.75,131.77,17.21
D5-104-12-W4,2004-07-04 14:06,66.33,439.82,16.9
C13-75-9-W6,2004-07-04 14:06,22.88,307.66,36.09
A6-77-11-W4,2004-07-04 14:06,21.96,283.92,10.86
B1-102-10-W5,2004-07-04 14:06,94.83,181.1,10.35
A16-59-18-W4,2004-07-04 14:06,104.93,181.95,55.96
D11-33-13-W4,2004-07-04 14:06,70.68,200.63,50.34
B5-117-11-W4,2004-07-04 14:06,94.46,430.32,28.37
D5-1-3-W4,2004-07-04 14:06,65.66,146.8,40.39
A5-119-12-W4,2004-07-04 14:06,92.93,328.34,53.91
C1-31-17-W5,2004-07-04 14:06,98.08,56.5,25.11
D10-125-9-W6,2004-07-04 14:06,42.72,229.03,48.38
C6-60-23-W6,2004-07-04 14:06,85.35,415.02,46.74
C5-72-22-W6,2004-07-04 14:06,17.99,506.83,56.17
B16-101-5-W6,2004-07-04 14:06,51.93,170.0,54.64
D12-23-1-W4,2004-07-04 14:06,26.92,122.43,41.16
D2-96-17-W4,2004-07-04 14:06,13.01,397.17,58.29
C2-92-11-W4,2004-07-04 14:06,101.77,333.85,36.9
A14-70-14-W6,2004-07-04 14:06,25.07,260.41,15.08
A4-79-17-W6,2004-07-04 14:06,103.27,153.9,28.48
C14-121-21-W4,2004-07-04 14:06,62.08,382.98,25.12
C6-94-16-W6,2004-07-04 14:06,23.13,509.08,16.55
A11-126-10-W5,2004-07-04 14:06,71.37,32.12,36.41
A2-23-3-W6,2004-07-04 14:06,15.85,171.24,34.97
B2-22-2-W4,2004-07-04 14:06,17.89,412.61,42.68
D7-125-13-W5,2004-07-04 14:06,14.17,329.3,25.08
C1-41-4-W4,2004-07-04 14:06,36.38,437.79,50.78
A4-122-7-W4,2004-07-04 14:06,96.81,148.35,34.19
B5-125-17-W4,2004-07-04 14:06,68.4,67.08,57.11
A13-51-6-W4,2004-07-04 14:06,54.26,43.37,37.54
A12-98-23-W6,2004-07-04 14:06,72.51,160.99,51.33
D1-90-5-W4,2004-07-04 14:06,86.91,225.03,47.6
C2-76-8-W6,2004-07-04 14:06,109.59,448.59,16.87
