B3-111-17-W4,1247.91,1151.66,18.37,4.17,4
D16-125-23-W6,1793.71,1675.48,19.31,2.79,13
B4-23-8-W6,4313.55,3294.51,12.35,1.71,16
A4-90-12-W4,3074.41,2732.07,24.74,3.49,21
B4-81-24-W6,4256.84,3525.44,17.24,4.12,3
A5-16-1-W6,3431.68,2725.42,18.09,1.31,14
B6-55-20-W5,1667.23,1471.31,20.16,4.24,20
B14-29-16-W5,2630.3,2256.16,18.7,1.2,23
A14-89-17-W5,4054.48,3357.5,8.26,1.67,20
D3-108-11-W6,1850.22,1573.76,9.22,3.17,25
A5-40-13-W4,1797.32,1621.2,17.01,4.53,18
B13-104-22-W6,2402.45,2047.23,18.51,4.22,11
C5-9-18-W5,2542.92,2335.87,4.59,3.89,21
A13-116-22-W4,2961.75,2684.65,20.39,4.57,17
A4-45-11-W5,2494.41,2127.59,9.24,3.54,15
C7-65-3-W5,1901.14,1578.5,23.6,3.61,7
A2-116-3-W5,3862.76,3100.76,11.63,1.18,9
A14-97-12-W4,2676.49,2381.82,20.36,4.37,21
A8-50-1-W5,3520.7,2929.38,21.6,2.97,9
A7-22-12-W4,4243.71,3268.7,14.84,4.8,19
D8-101-22-W6,3079.5,2464.56,23.93,3.94,4
A13-74-21-W5,1697.96,1359.61,14.86,4.57,18
D15-6-14-W4,3714.15,3003.06,4.81,1.83,24
A10-114-19-W5,2202.47,1699.18,24.02,1.27,10
C16-87-17-W5,3589.77,2716.05,7.85,3.96,14
B1-54-21-W6,2324.86,2036.84,15.09,1.08,13
C15-8-8-W6,1690.31,1517.09,3.47,2.7,24
D13-12-22-W6,2621.31,2489.59,15.6,3.67,3
C7-77-18-W4,2721.74,2173.17,24.48,4.74,9
C9-15-3-W5,2202.52,1840.92,23.66,1.51,15
C10-51-14-W4,3053.83,2360.36,15.49,4.39,4
B13-115-10-W5,3081.72,2496.13,14.42,1.56,15
A15-83-18-W4,1379.52,1151.8,14.75,1.96,20
A1-109-3-W4,4342.51,3981.2,12.31,3.27,12
A7-121-15-W4,2906.8,2740.9,13.7,2.79,7
C3-40-17-W5,3574.19,2975.95,16.43,3.49,11
D14-61-2-W5,3456.06,2593.84,6.13,4.33,16
A11-99-17-W6,4103.55,3518.2,3.26,2.45,8
A13-25-22-W5,4316.17,3712.99,11.86,2.52,3
C2-119-2-W4,3805.81,3266.56,16.85,2.58,14
D3-87-4-W6,3114.15,2766.28,9.83,1.95,5
C2-88-10-W5,2202.26,1852.53,19.27,1.03,7
B6-24-1-W4,1277.04,1136.7,18.7,3.07,23
A3-37-9-W5,4149.91,3760.62,12.01,3.42,17
D12-87-9-W4,4410.26,3840.21,4.98,2.47,5
B16-121-2-W6,2696.9,2322.92,3.58,4.74,4
A6-99-17-W4,2584.28,2089.19,15.26,4.23,3
B6-14-7-W5,1118.66,1019.12,12.3,3.3,18
C14-120-18-W5,3110.6,2662.93,15.74,4.19,12
D2-22-2-W6,1262.73,1027.98,13.66,1.12,15
A8-110-24-W6,2399.38,1806.82,8.01,4.45,7
D12-125-20-W5,4114.36,3761.01,21.3,1.69,12
B2-79-24-W6,1424.27,1107.33,6.66,4.32,13
C7-125-15-W4,1452.09,1282.82,8.86,4.22,9
A2-9-7-W5,3674.67,2941.36,18.26,2.8,22
A10-68-18-W4,3090.48,2761.35,7.67,5.0,25
A11-10-7-W6,1252.89,955.96,9.34,1.64,5
C8-61-1-W4,3007.74,2482.93,9.07,1.32,22
B2-24-22-W6,1972.05,1559.6,5.16,4.35,24
A9-64-15-W4,3128.11,2715.65,11.87,2.44,14
B13-102-19-W4,2931.44,2298.12,18.73,1.66,9
D7-73-13-W5,1672.71,1361.66,21.31,2.21,23
D2-45-22-W6,2588.35,2262.53,11.78,1.48,14
A9-116-24-W6,1308.82,996.89,7.17,2.05,25
C4-86-3-W5,2309.9,1915.03,17.04,1.66,20
C15-101-8-W6,2315.07,1750.51,16.56,4.49,10
A4-77-2-W4,1274.42,1146.01,14.77,1.07,7
C2-5-5-W4,2639.71,2007.8,20.19,4.83,7
B1-73-3-W6,4400.31,3310.7,4.75,1.59,23
D6-13-14-W6,2560.99,2149.1,24.51,1.21,3
C9-56-1-W6,3209.99,2632.44,19.84,4.08,24
A4-76-20-W4,1161.52,873.85,9.28,3.86,17
B4-103-12-W5,2688.74,2131.13,11.51,4.23,15
C2-74-6-W4,3004.42,2759.85,23.67,2.49,21
D6-69-14-W4,1771.52,1665.23,4.75,1.24,17
B5-102-13-W5,3745.71,3288.01,17.01,4.43,4
C12-121-5-W5,3587.02,2909.66,21.47,4.73,16
B1-63-9-W4,2936.74,2369.96,13.61,3.42,13
D4-79-23-W5,4005.09,3476.35,20.95,1.71,23
C7-112-16-W6,3461.31,3061.3,18.22,2.12,11
D7-115-4-W5,1373.59,1300.76,16.94,2.69,9
C12-80-22-W5,4414.79,3419.09,23.57,3.78,25
A6-29-18-W4,1591.43,1446.59,22.63,4.2,25
C16-39-2-W6,2767.45,2252.72,12.69,4.8,25
C6-37-19-W6,2348.21,1962.13,19.77,3.06,16
A7-20-9-W6,2860.56,2346.77,15.33,2.0,15
A16-114-9-W4,3965.23,3414.49,9.21,1.42,8
B7-112-6-W5,2162.34,1753.69,14.99,1.37,20
C13-81-2-W6,1800.17,1422.25,15.51,1.01,13
B2-51-22-W6,2761.04,2559.67,17.58,2.81,13
D16-1-15-W6,2625.82,2211.69,17.12,1.48,3
D14-53-19-W6,3794.73,3363.62,17.61,1.45,6
B2-116-3-W6,3764.46,2980.08,24.55,3.06,12
B6-33-16-W6,3411.36,2575.49,20.65,3.08,18
A2-13-14-W4,2551.34,2089.92,7.96,2.94,21
D12-69-17-W5,3418.46,3151.75,8.87,2.71,14
A6-27-4-W4,2915.71,2295.9,18.42,1.52,24
C16-8-21-W6,2019.85,1797.81,23.87,1.21,8
D6-101-17-W6,2003.5,1523.99,13.71,1.26,24
A15-121-3-W5,4446.22,3782.34,22.62,3.97,18
B4-94-12-W4,2824.32,2381.43,22.52,4.59,19
A4-24-1-W6,2868.14,2303.75,17.36,4.61,19
B13-35-5-W4,2385.05,1882.55,3.2,1.35,6
A14-37-20-W4,1233.23,983.71,4.47,2.91,5
D8-78-3-W6,2174.5,2062.61,4.22,1.24,13
C10-103-24-W5,1094.87,1020.26,15.57,2.69,21
D1-12-23-W4,1187.03,893.04,17.51,3.84,5
C3-10-18-W6,2096.67,1714.21,10.39,2.47,25
D12-101-19-W6,3918.84,3614.88,8.88,1.12,25
D1-51-6-W6,1546.14,1459.77,23.35,1.85,7
D16-112-8-W5,2438.03,2159.49,5.52,1.88,24
A14-104-17-W5,2451.86,2238.9,5.34,2.72,23
A14-39-13-W4,1718.92,1575.3,21.55,2.67,3
B9-124-4-W6,1011.29,905.75,18.97,3.77,24
C5-1-22-W4,2942.36,2630.3,6.18,2.12,12
D3-1-3-W4,1320.93,1149.21,8.97,4.3,21
D9-80-15-W5,3896.7,3365.28,5.92,3.59,10
D9-38-10-W6,3037.2,2547.71,21.65,1.75,13
C16-47-23-W5,4469.46,3652.3,9.82,4.59,18
B13-62-16-W6,1344.83,1201.38,21.01,2.39,14
D13-105-16-W6,1996.13,1737.68,5.34,1.08,22
A4-39-16-W4,2389.58,2139.71,9.19,2.2,25
D10-114-3-W4,1431.53,1302.61,24.04,1.15,17
A9-94-1-W6,3304.74,2911.58,22.22,2.98,6
A4-106-19-W5,1929.82,1543.92,20.47,1.69,7
A2-81-11-W5,3104.49,2644.51,6.27,4.02,14
C15-59-11-W5,2961.48,2377.49,17.53,1.22,16
D1-105-4-W6,3533.36,2893.45,22.67,2.61,19
A7-115-23-W5,2060.15,1942.14,21.33,2.38,11
B9-7-22-W6,1948.62,1535.0,9.94,1.19,22
A2-12-22-W4,2178.42,1895.51,14.31,2.59,20
D8-10-6-W4,3472.38,2891.67,24.3,1.44,16
C4-35-1-W6,2939.59,2717.01,17.31,4.71,8
B15-118-23-W6,2981.48,2677.88,17.83,3.0,24
D4-113-14-W6,2302.69,1788.43,22.66,1.87,21
A8-96-16-W4,3006.66,2654.62,12.28,4.55,10
A13-52-23-W6,1309.69,1109.17,4.03,1.45,21
B1-44-23-W4,3788.08,3481.37,12.7,3.45,12
B3-11-1-W6,3657.55,3019.37,16.51,4.33,6
D6-62-2-W6,2581.07,2415.39,7.28,3.53,20
B2-61-2-W5,2333.57,2127.95,7.43,3.91,5
C10-41-21-W4,3325.25,2714.36,3.9,4.26,14
B1-105-4-W5,3469.74,2706.51,16.28,1.89,8
D15-104-24-W4,1481.01,1330.43,18.25,3.25,16
A7-107-22-W5,4411.29,3624.39,11.09,3.0,17
C1-29-24-W6,1700.14,1443.52,12.1,4.88,21
A8-120-21-W6,1755.88,1549.59,14.01,4.95,15
C1-59-5-W5,1532.14,1301.83,4.62,3.76,8
B16-100-7-W5,2802.82,2545.25,20.19,2.4,17
A8-62-17-W6,1574.09,1206.81,21.2,2.02,16
B6-90-22-W6,3956.93,3332.61,20.86,2.65,9
B9-16-14-W6,1850.58,1399.36,6.63,4.3,22
C5-93-2-W4,3158.24,2482.58,15.01,2.95,23
C1-4-24-W4,4260.43,4046.87,14.57,2.13,25
D1-21-18-W5,1357.74,1107.03,14.72,3.39,6
A8-83-6-W5,2649.04,2394.47,13.77,1.35,7
A12-82-4-W6,1929.7,1501.42,14.43,2.49,8
C14-12-16-W5,1459.34,1103.75,20.51,3.28,14
D4-103-2-W6,2203.86,1872.65,11.1,4.34,6
C7-49-16-W4,1980.1,1850.63,4.84,1.71,14
A7-56-10-W4,3514.86,2844.74,13.34,4.34,25
A2-58-19-W6,2948.35,2301.69,9.28,3.88,6
A1-74-9-W5,1802.72,1652.65,23.93,3.46,17
B16-55-18-W4,1672.18,1371.0,4.8,4.49,22
A15-71-20-W5,1356.27,1247.99,3.42,4.64,13
B16-16-22-W4,1421.64,1121.68,17.36,4.76,20
D14-32-8-W4,1271.17,1148.46,18.52,4.91,16
A1-79-23-W4,1089.31,826.46,8.87,3.08,5
D2-121-24-W5,1596.45,1266.05,6.19,1.73,19
B14-120-8-W4,4046.67,3797.4,22.4,3.9,17
D13-125-17-W6,3466.7,2728.29,8.31,1.48,20
D10-38-17-W6,3720.45,3101.65,3.98,2.92,18
D6-40-10-W5,4263.2,4019.37,8.74,3.83,16
D10-110-4-W6,2181.36,2052.99,21.53,4.56,4
B11-81-1-W5,3014.25,2605.97,12.6,2.8,18
C11-120-10-W4,2979.17,2714.03,15.1,4.1,13
B8-13-24-W5,1334.72,1157.22,6.18,4.13,20
B16-95-1-W6,3570.34,3156.87,23.5,1.86,10
C10-86-19-W5,2215.82,1686.59,16.01,2.89,7
B13-90-14-W5,1969.67,1810.86,21.49,2.75,6
A14-106-19-W6,2909.26,2630.88,8.04,1.54,22
B10-102-7-W6,3713.4,3207.53,22.26,2.65,5
B14-31-12-W6,1505.03,1186.14,9.66,1.93,3
A11-126-13-W5,3849.93,3437.62,11.53,2.16,16
D13-90-10-W6,2078.79,1660.02,3.79,2.41,4
D12-40-15-W4,1474.74,1246.89,3.42,1.89,25
A14-75-3-W4,1483.59,1297.63,24.01,1.87,8
D3-100-4-W5,1297.78,1055.59,10.02,1.54,12
D3-37-22-W4,3481.35,2841.48,19.71,3.17,13
B3-4-6-W6,3876.23,3139.61,18.33,4.05,11
D14-100-21-W4,1951.91,1845.57,24.31,4.53,15
D5-63-15-W6,1460.95,1368.61,5.63,3.42,20
D2-25-1-W4,3381.74,3093.42,9.12,3.34,23
C15-49-8-W5,4393.1,3927.77,14.2,3.0,18
C9-72-21-W5,1720.98,1492.28,7.5,2.02,10
A7-41-9-W4,1146.76,1077.35,19.52,1.67,16
C8-96-9-W5,2505.04,2278.91,5.46,3.01,18
C13-83-24-W6,3945.33,3504.52,15.81,2.84,21
C4-87-12-W4,3867.53,3615.6,6.62,2.06,9
D3-60-20-W6,2882.36,2504.63,11.66,4.99,19
A10-15-9-W4,4222.7,3539.25,4.99,3.96,23
B6-46-11-W5,1153.3,1037.65,6.46,3.13,11
B12-17-17-W4,3969.62,3669.79,22.5,4.0,11
C2-99-6-W6,2351.48,2197.65,8.91,3.94,22
C13-37-7-W5,4065.7,3113.13,19.76,2.73,3
C16-102-14-W4,1800.79,1515.91,4.63,4.9,24
C1-7-18-W6,2734.81,2132.36,17.88,2.14,11
C15-69-17-W6,1088.43,896.09,8.5,2.41,5
C6-20-2-W6,1914.48,1791.52,20.52,4.65,22
A11-56-13-W6,3823.93,3287.81,24.94,3.04,17
C1-42-11-W5,1307.98,1124.06,4.58,2.2,9
A3-74-22-W4,1185.24,1037.54,7.81,3.46,25
A2-57-10-W5,2590.17,2091.75,23.23,1.36,13
B16-61-16-W6,2519.3,2149.43,12.96,3.39,13
D15-4-5-W6,1420.89,1301.78,18.03,1.47,6
C15-113-1-W5,2642.86,2393.86,11.09,4.51,4
D11-5-20-W5,2946.77,2302.3,6.02,2.6,4
D2-121-17-W4,2039.64,1844.91,3.4,4.01,7
B9-26-9-W4,1920.66,1593.99,20.72,4.48,10
D1-43-17-W5,3872.17,3506.92,23.3,1.83,6
B5-28-22-W4,2938.95,2521.04,8.89,2.84,14
A12-6-16-W6,2620.43,2293.42,8.29,1.11,6
D12-114-16-W5,1589.18,1220.78,23.77,2.81,14
A2-43-23-W6,3225.77,2934.79,24.27,1.33,15
B16-110-21-W5,2014.88,1874.99,4.38,3.8,19
C16-69-12-W6,3855.82,3385.76,5.67,1.17,4
B14-27-10-W6,1540.67,1381.2,17.37,4.83,25
A16-53-22-W5,3816.36,2917.83,10.73,1.49,23
B10-61-6-W5,2558.98,2194.43,12.31,3.0,18
B3-81-18-W5,2217.16,1745.65,8.32,1.47,25
B12-80-22-W5,1359.41,1102.7,10.23,1.93,9
A11-7-4-W4,3752.54,2934.77,22.25,3.51,15
C5-65-9-W6,4483.97,4082.53,13.78,3.67,23
B10-61-9-W5,3882.54,3088.5,22.14,2.76,8
C14-44-16-W5,1514.8,1389.29,21.63,3.13,12
B16-48-5-W6,3797.9,3476.36,7.55,4.49,5
C12-94-9-W6,3946.92,3353.18,16.68,2.14,14
C2-16-8-W6,1320.74,1159.55,16.66,2.33,17
C3-6-1-W5,4465.8,3679.04,7.43,2.6,3
D3-48-20-W6,2334.38,2193.41,8.52,2.81,19
B2-34-1-W6,3038.94,2798.62,14.8,1.99,17
A6-109-3-W4,2947.81,2579.85,14.37,1.01,24
B10-30-3-W4,4242.0,3737.43,14.55,1.89,10
A4-109-13-W6,4385.55,3399.98,23.08,1.37,19
B5-69-13-W5,3173.01,2933.45,5.77,1.05,4
A7-8-4-W5,3049.86,2294.73,14.22,2.57,16
D2-62-1-W6,4163.2,3448.96,6.21,1.58,17
B3-40-7-W4,2330.82,2184.49,13.38,3.95,16
A14-73-13-W4,1269.75,952.68,18.99,2.57,8
A14-121-2-W4,4040.13,3424.1,21.07,4.89,16
B3-105-20-W5,1734.86,1353.76,15.6,1.98,22
B14-36-9-W4,2316.4,2191.38,3.46,4.39,3
A12-8-3-W4,1715.48,1424.36,21.78,2.64,10
A2-15-10-W5,4494.07,3446.07,17.45,3.45,7
C12-31-21-W5,3131.32,2565.18,14.99,1.67,9
A8-13-11-W5,3243.86,2549.54,17.88,1.71,20
A15-24-12-W5,1942.4,1561.73,17.78,3.26,5
B2-48-14-W6,3780.35,3171.67,6.32,4.56,6
B10-21-20-W5,1054.07,969.88,15.33,3.46,12
B7-115-17-W4,4092.15,3867.2,14.44,3.03,21
B7-49-2-W4,1355.44,1280.98,19.08,4.99,12
A10-74-23-W5,1481.57,1315.11,16.32,2.71,13
D5-26-7-W5,1127.02,877.94,14.04,2.7,19
A1-55-5-W5,4203.99,3456.88,13.38,1.29,9
D6-24-2-W5,3705.32,3507.34,18.81,2.62,18
A6-58-1-W5,2172.77,2025.33,11.05,1.63,13
C10-83-20-W6,4366.0,3348.78,9.12,1.31,17
C10-109-14-W6,4042.33,3789.46,15.36,3.72,4
D14-126-11-W5,1382.46,1262.31,8.9,3.96,4
C1-36-17-W4,2001.2,1755.46,23.05,3.42,21
B15-57-17-W4,1134.57,1003.41,16.46,4.6,9
A5-107-8-W5,4298.01,3558.79,9.56,3.94,21
C13-66-24-W6,4481.44,3838.78,4.66,4.95,13
B13-50-22-W6,4385.66,3953.27,24.81,3.17,18
B9-71-13-W5,1373.23,1147.46,11.11,2.26,16
B7-59-1-W6,2104.19,1618.3,5.06,3.82,19
D12-121-15-W5,3360.5,2837.01,21.84,3.31,7
A2-69-11-W4,1028.83,930.72,22.68,3.65,13
A10-17-1-W6,4264.09,3406.92,4.8,4.47,14
A13-84-9-W4,1488.62,1341.28,24.03,3.83,24
B2-59-14-W5,2795.74,2223.91,22.95,1.97,24
B5-86-22-W6,2310.92,1905.7,6.85,1.44,18
A3-106-23-W6,3868.25,3533.55,15.23,4.64,23
B3-61-18-W6,3569.51,2855.62,22.82,1.97,20
A5-34-14-W5,4204.6,3264.72,9.33,2.38,11
B2-90-7-W5,2507.96,2214.56,12.36,4.87,4
A15-12-8-W4,2147.88,1621.38,18.36,1.64,16
B1-16-7-W6,2375.84,1845.61,20.39,2.26,9
C9-66-20-W4,2288.34,2034.34,22.91,4.99,6
C9-33-17-W4,4153.16,3615.23,23.35,1.48,23
C7-32-23-W6,1660.1,1534.7,24.47,3.14,19
D8-90-20-W4,2548.1,2137.61,15.34,2.57,7
C5-112-13-W4,3817.94,3443.46,3.01,3.16,7
D1-70-18-W6,2734.65,2275.16,8.39,1.11,20
C7-115-20-W4,3584.91,3307.53,6.05,4.77,6
A9-16-21-W5,2550.15,2297.2,3.84,1.02,17
C10-29-12-W5,3663.18,3013.17,21.27,1.5,21
C12-113-19-W6,1798.01,1368.97,6.13,2.39,22
C8-115-3-W4,2624.1,2440.59,5.22,4.77,13
A4-62-20-W6,3398.18,2984.72,20.75,4.59,21
B15-6-5-W6,1039.51,889.77,14.93,3.05,25
A1-39-18-W5,3396.81,2602.85,10.15,2.88,11
B8-86-8-W4,2683.35,2064.39,5.98,2.96,9
D13-8-19-W4,2287.55,1718.75,21.33,1.14,6
D15-61-16-W4,3322.19,2821.59,14.59,2.4,22
A5-51-4-W6,3709.76,3014.67,23.38,2.4,8
B4-120-20-W6,1124.64,865.15,19.78,1.61,23
B5-73-13-W4,1373.48,1278.2,20.64,4.68,17
C14-14-1-W6,4152.42,3195.95,19.72,2.97,12
D11-75-23-W5,3517.63,2849.36,19.64,1.93,10
A10-17-7-W4,2251.05,2037.34,24.71,2.9,11
A4-47-20-W4,3336.31,3048.22,11.24,4.82,13
D9-89-22-W5,3935.06,3195.05,22.97,1.67,25
A2-2-24-W6,2108.31,1785.6,17.91,1.69,13
A7-92-7-W4,2561.01,2142.47,20.01,2.8,13
A12-110-19-W6,1237.24,1069.86,21.1,4.47,4
B7-96-3-W6,1702.55,1337.65,7.62,1.11,4
C5-120-24-W4,3553.51,2973.73,17.92,2.65,11
B13-77-4-W5,3184.21,2921.66,23.02,1.97,15
A6-16-8-W4,2545.54,2047.61,19.52,2.62,17
C9-69-1-W6,3694.54,3241.76,12.18,2.6,16
C4-74-6-W6,2175.32,1924.99,13.49,1.04,5
C3-17-10-W5,4286.22,3850.67,17.2,3.37,11
D7-72-20-W4,2092.86,1974.76,21.78,4.2,18
B13-102-5-W6,3877.99,3634.18,9.44,2.13,7
A13-40-7-W4,2396.08,2241.87,19.29,2.34,8
D15-37-7-W6,3603.95,3226.15,19.53,3.41,22
C1-35-1-W5,1585.64,1501.83,23.43,4.01,10
D11-62-8-W6,1007.26,891.79,13.15,4.49,7
D10-1-21-W6,3039.81,2770.42,8.54,2.12,16
D2-56-1-W5,1149.0,973.85,22.94,4.16,15
D16-20-18-W6,2681.51,2044.91,15.99,4.58,24
C13-21-4-W5,2198.8,1956.97,16.38,3.86,8
B2-123-8-W5,3028.71,2429.79,16.2,2.2,8
B15-38-8-W4,2491.08,2337.2,14.78,3.51,24
A10-10-5-W6,3010.4,2705.1,11.77,1.07,22
C14-109-17-W5,2370.12,1917.97,9.93,3.88,22
D11-50-9-W6,2292.93,1873.91,8.14,3.68,24
C11-28-8-W4,3408.66,3055.55,14.3,4.8,17
B10-100-2-W6,4396.4,3906.99,10.84,2.93,9
B16-77-23-W6,3267.5,2773.36,3.78,3.6,21
B16-78-1-W6,4087.15,3093.54,24.0,3.11,12
D9-5-1-W4,2568.76,1948.28,11.05,4.8,20
A1-11-21-W6,1411.02,1305.85,24.64,3.54,24
B14-108-1-W5,3682.26,3061.01,24.95,4.34,25
D9-66-2-W4,1282.09,1048.1,7.16,3.45,11
D5-104-12-W4,2273.2,2063.5,22.06,3.6,23
C13-75-9-W6,3263.94,2937.76,12.36,1.56,17
A6-77-11-W4,1829.98,1693.01,3.76,1.84,10
B1-102-10-W5,3574.58,3171.79,16.42,4.13,21
A16-59-18-W4,3683.33,3192.94,6.85,1.21,13
D11-33-13-W4,2911.88,2714.97,9.67,3.08,3
B5-117-11-W4,2742.5,2551.97,16.78,4.71,14
D5-1-3-W4,2434.35,2056.07,23.88,3.75,15
A5-119-12-W4,3810.3,2912.92,23.1,2.53,22
C1-31-17-W5,4141.66,3839.42,8.67,2.47,16
D10-125-9-W6,3397.04,2956.75,17.72,1.57,22
C6-60-23-W6,2480.93,2028.92,4.81,1.81,12
C5-72-22-W6,2433.12,2067.8,20.98,1.35,5
B16-101-5-W6,1258.12,1183.03,11.89,4.85,25
D12-23-1-W4,2682.38,2371.22,19.2,3.92,6
D2-96-17-W4,3859.16,3156.86,18.66,2.96,10
C2-92-11-W4,3481.44,3054.27,21.98,3.21,25
A14-70-14-W6,2882.91,2286.98,6.15,2.26,11
A4-79-17-W6,3676.4,3200.91,21.85,1.05,24
C14-121-21-W4,3056.45,2457.13,8.23,4.25,9
C6-94-16-W6,3295.34,2746.95,3.31,3.69,11
A11-126-10-W5,3244.95,2647.88,4.01,4.29,25
A2-23-3-W6,1084.77,847.58,4.72,4.22,10
B2-22-2-W4,3480.35,3094.88,17.07,2.72,24
D7-125-13-W5,1049.06,976.35,24.62,3.9,12
C1-41-4-W4,1218.38,1045.69,19.7,1.33,18
A4-122-7-W4,3565.35,3229.42,10.36,2.13,14
B5-125-17-W4,3489.63,2976.81,13.21,1.95,23
A13-51-6-W4,1000.99,837.47,17.16,1.86,14
A12-98-23-W6,3738.9,2811.51,6.29,3.22,15
D1-90-5-W4,1537.93,1157.65,11.5,3.1,24
C2-76-8-W6,3947.39,3011.13,8.16,4.87,7
C1-116-22-W5,1606.75,1232.78,3.15,3.49,8
C11-23-11-W5,3604.42,3099.94,5.93,1.35,24
D16-86-2-W6,1953.86,1506.8,21.81,4.06,20
D7-26-23-W5,1239.39,955.22,22.37,1.36,24
C7-64-12-W5,2407.83,2193.56,22.38,1.87,23
D2-46-12-W4,3040.72,2424.84,22.9,3.18,10
D15-117-15-W6,3875.25,3138.67,16.64,3.53,14
C5-65-8-W4,2576.07,2042.75,3.09,4.15,21
C6-117-4-W5,4482.5,4080.52,16.94,2.54,24
A11-83-18-W6,1288.16,1106.7,14.43,5.0,20
D4-1-3-W5,3088.29,2666.09,5.17,4.86,8
C9-88-20-W6,3271.61,2724.25,4.75,3.27,18
C12-38-8-W6,2121.43,1636.17,18.02,1.43,22
B5-71-16-W4,1840.15,1729.99,3.83,2.06,24
D12-70-14-W4,2850.4,2567.53,6.89,4.87,3
D10-2-9-W6,3068.33,2320.17,22.97,2.76,23
A2-6-13-W6,2764.96,2280.56,16.69,3.31,24
A7-40-11-W5,1339.38,1048.9,18.06,3.92,11
A14-37-21-W6,1745.62,1445.32,20.87,4.15,17
A14-1-11-W5,2949.87,2309.39,22.99,3.92,9
B12-120-1-W6,1114.18,904.82,5.66,1.22,12
B5-19-13-W4,3512.49,2945.14,19.27,3.95,20
B16-50-20-W4,3998.14,3505.69,15.73,4.18,15
C16-125-21-W4,1761.45,1408.0,5.04,4.57,5
A8-42-1-W4,2202.85,1798.28,24.78,2.83,12
D3-13-2-W5,4399.26,3835.77,5.26,1.02,18
A5-29-18-W6,3968.26,3065.3,17.73,1.52,23
C13-20-19-W5,2330.58,1997.18,20.16,4.88,21
A15-60-20-W4,3592.45,2924.74,4.46,2.22,4
C13-122-4-W5,1006.94,911.33,19.61,4.29,17
A5-115-3-W5,2430.63,2125.53,5.92,2.17,10
D11-81-20-W4,2656.59,2295.19,12.05,3.11,21
D7-119-19-W4,1727.25,1500.51,20.68,4.95,19
A16-85-19-W5,2895.83,2675.48,15.35,1.0,7
B13-36-24-W5,1109.33,1043.28,10.79,4.45,10
C2-28-2-W5,1112.35,1036.5,3.51,1.74,7
C14-55-24-W4,4361.71,3655.04,18.75,3.03,12
D6-8-15-W6,2576.74,2165.79,5.86,4.31,20
A2-16-24-W6,3319.25,2685.49,4.34,3.51,8
B2-83-8-W5,3476.52,3079.78,7.99,1.46,5
D6-21-20-W6,3847.12,3537.99,4.55,1.46,10
B16-7-14-W5,1476.32,1244.38,17.93,3.1,13
D7-101-2-W4,3938.61,2956.24,11.0,3.67,16
